Date,Open,High,Low,Close,Volume,PrevClose,MA20_Volume,O_gap,H_up,L_down,C_move,V_ratio,O_code,H_code,L_code,C_code,V_code,Code
2022-06-14,15.730999946594238,16.06599998474121,15.411999702453612,15.836000442504885,469680000,15.647000312805176,592648650.0,0.0053684177228729,0.0212955336141552,0.0202784467118182,0.006674750255363,0.7925100310276586,4,3,3,4,2,43342
2022-06-15,16.094999313354492,16.868000030517578,15.925999641418455,16.527000427246094,563936000,15.836000442504885,590060350.0,0.0163550684271539,0.0480273842895851,0.0105001353927249,0.0268407040895713,0.9557259693860128,4,4,2,5,3,44253
2022-06-16,15.859999656677246,15.94200038909912,15.401000022888184,15.60099983215332,545749000,16.527000427246094,588965650.0,-0.0403582473120314,0.0051702858888366,0.0289407089360067,-0.0163303802099947,0.926622800497788,1,2,3,2,3,12323
2022-06-17,15.64799976348877,15.994999885559082,15.32800006866455,15.880000114440918,630334000,15.60099983215332,588995050.0,0.0030126230268,0.0221753660093964,0.020449878557058,0.0148261985211343,1.070185564377833,3,3,3,4,3,33343
2022-06-21,16.475000381469727,17.007999420166016,16.406999588012695,16.56599998474121,483089000,15.880000114440918,589446250.0,0.0374685303992994,0.0323519894600901,0.0041275139230658,0.0055234962770523,0.8195641248035762,5,4,1,4,2,54142
2022-06-22,16.22599983215332,16.66200065612793,16.18000030517578,16.360000610351562,437135000,16.56599998474121,576645450.0,-0.020523973976884,0.0268705058846748,0.002834927120262,0.0082583988404034,0.7580654629287372,1,3,1,4,2,13142
2022-06-23,16.518999099731445,16.584999084472656,15.852999687194824,16.225000381469727,463680000,16.360000610351562,566507750.0,0.0097187337070928,0.0039953985312756,0.040317177119251,-0.0177976108895422,0.8184883613684014,4,1,4,2,2,41422
2022-06-24,16.5,17.139999389648438,16.309999465942383,17.125999450683594,472153000,16.225000381469727,560264250.0,0.0169491286326467,0.038787841796875,0.0115151838822798,0.0379393606474905,0.8427326926535113,4,4,2,5,2,44252
2022-06-27,17.312000274658203,17.329999923706055,16.625999450683594,16.868999481201172,427968000,17.125999450683594,544815300.0,0.0108607281291945,0.0010397209312779,0.0396257401277192,-0.025589232118111,0.7855286002430548,4,1,4,1,2,41412
2022-06-28,16.899999618530273,17.20199966430664,15.94499969482422,15.982000350952148,461149000,16.868999481201172,516384950.0,0.0018376986355146,0.0178698255972286,0.0565088725007382,-0.0543194845147552,0.8930333852681028,3,3,5,1,2,33512
2022-06-29,15.814000129699709,15.81999969482422,15.170000076293944,15.541999816894531,482352000,15.982000350952148,502523450.0,-0.0105118394170496,0.0003793831462821,0.0407234126801536,-0.0171999690511158,0.9598596841600128,2,1,4,2,3,21423
2022-06-30,15.361000061035156,15.56700038909912,14.862000465393066,15.159000396728516,686070000,15.541999816894531,493436050.0,-0.0116458472520778,0.0134106065520112,0.0324848378139035,-0.0131501636289316,1.3903929394700691,2,2,4,2,4,22424
2022-07-01,14.89900016784668,15.062999725341797,14.392000198364258,14.52299976348877,577610000,15.159000396728516,500513850.0,-0.0171515417954568,0.0110074203401274,0.0340291270401198,-0.0252366199155666,1.1540339992589617,2,2,4,1,4,22414
2022-07-05,14.175000190734863,14.970999717712402,14.05500030517578,14.96399974822998,651397000,14.52299976348877,496961550.0,-0.0239619622957501,0.0561551686960698,0.0084656002782644,0.0556613436951363,1.3107593535153776,1,5,2,5,4,15254
2022-07-06,15.010000228881836,15.319000244140623,14.788999557495115,15.130000114440918,529066000,14.96399974822998,499592450.0,0.00307407654543,0.0205862765187849,0.0147235621596778,0.0079946624736341,1.058995186976905,3,3,2,4,3,33243
2022-07-07,15.456000328063965,15.94499969482422,15.388999938964844,15.857999801635742,492903000,15.130000114440918,504925450.0,0.0215466101227516,0.0316381571157425,0.0043349112109855,0.0260092821583248,0.9761896533438748,5,4,1,5,3,54153
2022-07-08,15.43000030517578,16.03700065612793,15.388999938964844,15.838000297546388,467972000,15.857999801635742,510124900.0,-0.0269895006819091,0.0393389720639565,0.0026571850550892,0.0264419950940474,0.917367491765252,1,4,1,5,3,14153
2022-07-11,15.526000022888184,15.527000427246094,15.038000106811523,15.152000427246094,437321000,15.838000297546388,515360900.0,-0.0196994739737781,6.44341334816035e-05,0.0314311423004803,-0.0240885994519351,0.8485723305745546,2,1,4,1,2,21412
2022-07-12,15.267999649047852,15.430999755859377,14.876999855041504,15.08199977874756,458483000,15.152000427246094,517448250.0,0.0076557034405285,0.0106759307413063,0.0256091042044745,-0.0121823339386761,0.8860460925319585,4,2,3,2,2,42322
2022-07-13,14.59000015258789,15.375,14.46500015258789,15.163999557495115,521918000,15.08199977874756,517110000.0,-0.0326216439051377,0.053803964304474,0.0085675119049144,0.0393419738796515,1.0092978283150589,1,5,2,5,3,15253
2022-07-14,15.107999801635742,15.472999572753906,14.727999687194824,15.371999740600586,456235000,15.163999557495115,512998250.0,-0.0036929410111789,0.0241593709233862,0.0251522451304093,0.0174741820513037,0.8893500124025764,3,3,3,4,2,33342
2022-07-15,15.659000396728516,15.781999588012695,15.44499969482422,15.76200008392334,385935000,15.371999740600586,512326000.0,0.0186703526522904,0.0078548558763608,0.013666306691518,0.006577666810478,0.7532996568591093,4,2,2,4,2,42242
2022-07-18,16.302000045776367,16.89699935913086,16.00200080871582,16.10099983215332,670517000,15.76200008392334,503425950.0,0.0342596091218022,0.0364985469073562,0.0184026031295634,-0.0123297885571484,1.3319079002582206,5,4,3,2,4,54324
2022-07-19,16.486000061035156,17.110000610351562,16.172000885009766,16.992000579833984,702366000,16.10099983215332,509664350.0,0.0239115727529541,0.0378503304019292,0.0190464136153639,0.0306927403206048,1.3780952110933402,5,4,3,5,4,54354
2022-07-20,16.94700050354004,17.933000564575195,16.801000595092773,17.80699920654297,760538000,16.992000579833984,513265950.0,-0.002648309484367,0.0581813909092167,0.0086150884586784,0.0507463667581343,1.4817620377895708,3,5,2,5,4,35254
2022-07-21,17.885000228881836,18.143999099731445,17.545000076293945,18.049999237060547,557049000,17.80699920654297,527138400.0,0.0043803574894419,0.0144813456827001,0.0190103521519019,0.0092255524778948,1.0567414553749073,3,2,3,4,3,32343
2022-07-22,17.89299964904785,17.966999053955078,17.136999130249023,17.319000244140625,536671000,18.049999237060547,533134100.0,-0.0086980384846965,0.0041356623460932,0.0422511894946053,-0.0320795515657304,1.0066341657755524,2,1,4,1,3,21413
2022-07-25,17.018999099731445,17.124000549316406,16.64900016784668,17.02400016784668,480748000,17.319000244140625,536783650.0,-0.0173220821167593,0.0061696606815507,0.0217403461693939,0.0002938520700264,0.8956085007432697,2,2,3,3,2,22332
2022-07-26,16.888999938964844,16.91900062561035,16.47800064086914,16.533000946044922,397865000,17.02400016784668,537213400.0,-0.0079299945694791,0.0017763447660564,0.0243353247427919,-0.0210787491388753,0.740608853018186,2,1,3,1,2,21312
2022-07-27,17.031999588012695,17.93600082397461,16.913000106811523,17.790000915527344,569776000,16.533000946044922,535708250.0,0.0301819762544165,0.0530766356170041,0.0069868179943431,0.0445045412077239,1.0635938498240414,5,5,2,5,3,55253
2022-07-28,17.975000381469727,18.13999938964844,17.440000534057617,17.983999252319336,474646000,17.790000915527344,541139600.0,0.010399070063055,0.0091793604827297,0.029763551380151,0.0005006325818432,0.8771230196422513,4,2,3,3,2,42332
2022-07-29,17.812999725341797,18.243999481201172,17.691999435424805,18.163000106811523,435460000,17.983999252319336,540754300.0,-0.0095084260502004,0.0241957987146999,0.0067928081616062,0.0196485929863792,0.8052825469903799,2,3,2,4,2,23242
2022-08-01,18.18199920654297,18.84600067138672,17.989999771118164,18.44099998474121,476469000,18.163000106811523,528223800.0,0.0010460331233671,0.036519716962962,0.01055986381056,0.014244900973543,0.902021075157916,3,4,2,4,3,34243
2022-08-02,18.121999740600582,18.937999725341797,18.09199905395508,18.525999069213867,489527000,18.44099998474121,523166750.0,-0.0172984244023958,0.0450281423916503,0.0016554843325754,0.0222933083763467,0.9356997553839193,2,4,1,5,3,24153
2022-08-03,18.18400001525879,18.968000411987305,18.136999130249023,18.89299964904785,418146000,18.525999069213867,515073250.0,-0.0184604918027554,0.0431148480021246,0.0025847385047473,0.0389903009895577,0.8118185131920557,2,4,1,5,2,24152
2022-08-04,18.849000930786133,19.27400016784668,18.760000228881836,19.21500015258789,409652000,18.89299964904785,509527250.0,-0.0023288370867003,0.0225475736682889,0.0047217729062197,0.0194174334833826,0.8039844777683627,3,3,1,4,2,33142
2022-08-05,18.809999465942383,19.229000091552734,18.666000366210938,18.98900032043457,386068000,19.21500015258789,505364700.0,-0.0210773189398576,0.0222754193251838,0.0076554547485326,0.0095162604771089,0.7639393887226393,1,3,2,4,2,13242
2022-08-08,17.50200080871582,18.23900032043457,17.242000579833984,17.792999267578125,981859000,18.98900032043457,501269500.0,-0.078308467356154,0.0421094433587119,0.01485545748303,0.0166265824143597,1.9587447470871455,1,4,2,4,5,14245
2022-08-09,17.25200080871582,17.44700050354004,16.724000930786133,17.086000442504883,668263000,17.792999267578125,528496400.0,-0.0304051301709485,0.011303019109859,0.0306051387189211,-0.0096220935792602,1.2644608364408916,1,2,4,2,4,12424
2022-08-10,17.697999954223633,18.118000030517575,17.316999435424805,18.097000122070312,597422000,17.086000442504883,538985400.0,0.0358187695112237,0.0237314994564517,0.0215278856246071,0.0225449298722287,1.1084196343722854,5,3,3,5,4,53354
2022-08-11,18.131000518798828,18.707000732421875,17.875999450683594,17.941999435424805,509327000,18.097000122070312,542760600.0,0.0018787863457573,0.0317688046517802,0.0140643682542968,-0.0104241949129095,0.9384008345484178,3,4,2,2,3,34223
2022-08-12,18.15999984741211,18.718000411987305,17.952999114990234,18.708999633789062,478094000,17.941999435424805,545415200.0,0.0121502852996909,0.0307269035938187,0.0113987188414747,0.0302312660236717,0.8765688965030678,4,4,2,5,2,44252
2022-08-15,18.701000213623047,19.163999557495117,18.613000869750977,19.031999588012695,457666000,18.708999633789062,550023150.0,-0.000427570705147,0.0247579989617235,0.0047055955760037,0.0176995546018189,0.8320849767868862,3,3,1,4,2,33142
2022-08-16,18.920000076293945,19.142000198364254,18.500999450683594,18.878999710083008,451240000,19.031999588012695,539380600.0,-0.005884800028542,0.0117336216265911,0.0221459103552194,-0.0021670383745034,0.8365892284594588,2,2,3,3,2,22332
2022-08-17,18.52300071716309,18.687999725341797,18.145000457763672,18.334999084472656,446799000,18.878999710083008,526824300.0,-0.0188568779271596,0.0089077904114003,0.020407074705189,-0.0101496315613827,0.8480986924862806,2,2,3,2,2,22322
2022-08-18,18.301000595092773,18.864999771118164,18.183000564575195,18.77300071716309,415447000,18.334999084472656,511137350.0,-0.0018542945774496,0.0308179420625023,0.0064477365543181,0.0257909462172728,0.8127893608244438,3,4,2,5,2,34252
